"""TOA5"",""SVRI_AB"",""CR1000"",""56897"",""CR1000.Std.29"",""CPU:SVRI_2018_AB.CR1"",""47300"",""RH_and_Refs_30min_AB"""
"""TIMESTAMP"",""RECORD"",""Batt_volt_Min"",""PTemp"",""Air_T_one_A_Avg"",""RH_one_A_Avg"",""Air_T_two_A_Avg"",""RH_two_A_Avg"",""Air_T_three_A_Avg"",""RH_three_A_Avg"",""Air_T_four_B_Avg"",""Air_Temp_four_B_Avg"",""Air_T_five_B_Avg"",""RH_five_B_Avg"",""Air_T_six_B_Avg"",""RH_six_B_Avg"""
"""TS"",""RN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
""""","""",""Min"",""Smp"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"",""Avg"""
"""2018-06-17 01:30:00"",171,12.58,13.97,-68.86337,-29.83831,-68.13889,-29.49751,-68.76064,-28.55027,-34.26253,1.211088,-39.75713,-0.0823143,-41.68908,-0.4099486"
"""2018-06-17 02:00:00"",172,12.57,13.82,-69.20199,-30.99671,-68.33842,-29.65043,-69.01011,-28.64523,-34.24139,1.217542,-39.75758,-0.09254225,-42.08994,-0.4997357"
"""2018-06-17 02:30:00"",173,12.55,13.66,-69.93708,-31.03845,-69.31012,-30.77543,-70.1114,-29.81816,-33.99162,1.265021,-39.74551,-0.09001358,-42.33563,-0.5542722"
"""2018-06-17 03:00:00"",174,12.54,13.38,-72.44803,-34.01226,-71.72135,-33.14062,-72.48829,-32.13039,-33.50283,1.356884,-39.72581,-0.09065518,-42.59311,-0.611111"
"""2018-06-17 03:30:00"",175,12.53,13.26,-72.93346,-35.42538,-71.9501,-33.3485,-72.69493,-32.25233,-33.47781,1.360771,-39.72585,-0.0938632,-42.8519,-0.671422"
"""2018-06-17 04:00:00"",176,12.52,13.21,-71.9721,-34.05793,-70.98774,-32.33074,-71.64266,-31.28358,-33.68061,1.323861,-39.73417,-0.111646,-43.17583,-0.7460805"
"""2018-06-17 04:30:00"",177,12.51,13.14,-73.69474,-35.90536,-72.83006,-34.08451,-73.50376,-33.08573,-33.30138,1.396173,-39.71742,-0.1219839,-43.58641,-0.8384508"
"""2018-06-17 05:00:00"",178,12.51,13.23,-75.15076,-37.52391,-73.88361,-35.25535,-74.42435,-34.04148,-33.10146,1.435642,-39.70967,-0.1425568,-43.96226,-0.92475"
"""2018-06-17 05:30:00"",179,12.5,13.4,-74.36622,-36.45684,-73.44609,-34.8628,-74.19974,-33.83175,-33.14607,1.427279,-39.71149,-0.1819576,-44.51625,-1.055928"
"""2018-06-17 06:00:00"",180,12.5,13.45,-75.06657,-37.01094,-74.33657,-35.63749,-74.99117,-34.66511,-32.96907,1.462565,-39.70822,-0.2082585,-44.88762,-1.144629"
"""2018-06-17 06:30:00"",181,12.5,13.61,-73.9965,-35.27169,-73.05721,-34.94643,-73.92648,-33.63323,-33.18582,1.423329,-39.7138,-0.2286036,-45.12363,-1.20031"
"""2018-06-17 07:00:00"",182,12.5,14.04,-70.27742,-25.15358,-70.23613,-32.85234,-70.99541,-31.31939,-33.67379,1.330467,-39.73826,-0.2680409,-45.28885,-1.245737"
"""2018-06-17 07:30:00"",183,12.51,15.14,-62.08138,-11.86259,-65.27001,-28.39841,-66.86983,-27.26944,-34.52808,1.169535,-39.77279,-0.3291818,-45.36183,-1.274985"
"""2018-06-17 08:00:00"",184,12.52,16.74,-56.22411,-7.175915,-60.84447,-22.65784,-64.09409,-23.31194,-35.35254,1.015512,-39.80457,-0.4552764,-45.39198,-1.308651"
"""2018-06-17 08:30:00"",185,12.57,19.21,-48.39579,-2.221216,-52.81898,-15.05953,-56.146,-15.76022,-36.82363,0.7613311,-39.85923,-0.5600981,-45.26109,-1.297159"
"""2018-06-17 09:00:00"",186,12.69,20.8,-49.8835,-6.864135,-52.02226,-12.04899,-52.80769,-12.87617,-37.37668,0.6664596,-39.87127,-0.6453692,-44.91929,-1.233729"
"""2018-06-17 09:30:00"",187,12.73,21.53,-50.11204,-4.909764,-51.90088,-13.75717,-52.83727,-13.63037,-37.22886,0.691192,-39.86244,-0.5545759,-44.20536,-1.057388"
"""2018-06-17 10:00:00"",188,12.79,22.42,-47.12587,-4.267794,-47.76915,-8.990067,-48.7844,-9.171441,-38.12485,0.5291305,-39.89236,-0.5333148,-43.60577,-0.9186642"
"""2018-06-17 10:30:00"",189,13.06,24.87,-36.14984,5.820484,-38.03315,0.5072572,-39.79179,-0.1451098,-39.95174,0.187246,-39.94602,-0.5935258,-42.91801,-0.7789624"
"""2018-06-17 11:00:00"",190,13.09,26.41,-33.62191,8.228939,-34.6016,5.002231,-35.77891,3.654855,-40.72227,0.04525978,-39.9627,-0.5356849,-41.75498,-0.5084918"
"""2018-06-17 11:30:00"",191,12.99,27.4,-30.60906,11.42563,-31.7915,7.662487,-32.75246,6.291814,-41.25628,-0.04635292,-39.97971,-0.4631143,-41.08901,-0.3122127"
"""2018-06-17 12:00:00"",192,13.11,27.78,-29.00399,13.29675,-29.9691,8.793998,-31.24323,7.725016,-41.54601,-0.0996455,-39.99329,-0.3274498,-40.63589,-0.1803953"
"""2018-06-17 12:30:00"",193,13.19,28.3,-26.74484,16.63115,-27.63589,12.49924,-28.35576,10.81485,-42.16498,-0.2146351,-40.01802,-0.2757718,-40.49305,-0.1385648"
"""2018-06-17 13:00:00"",194,13.43,28.72,-24.42315,17.98326,-25.00824,15.20843,-26.42786,13.17021,-42.63319,-0.3004033,-40.03635,-0.2224941,-40.3811,-0.1079661"
"""2018-06-17 13:30:00"",195,13.34,29.12,-22.15865,20.07448,-22.5034,17.06488,-23.90885,15.65305,-43.11058,-0.387342,-40.05392,-0.1784962,-40.30933,-0.08577923"
"""2018-06-17 14:00:00"",196,13.36,29.89,-21.25057,19.93863,-20.94706,20.62121,-21.43181,18.14079,-43.5886,-0.4726107,-40.0696,-0.163029,-40.28511,-0.0826456"
"""2018-06-17 14:30:00"",197,13.05,30.67,-18.52651,22.90103,-18.48183,21.98622,-19.27434,20.06887,-43.97893,-0.5437879,-40.082,-0.1406315,-40.26407,-0.08155119"
"""2018-06-17 15:00:00"",198,12.99,31.3,-17.5137,23.83769,-17.27392,23.76355,-17.60784,21.77324,-44.33793,-0.6098265,-40.0952,-0.124416,-40.2523,-0.08143589"
"""2018-06-17 15:30:00"",199,12.8,31.79,-17.08469,23.87551,-16.51148,24.66176,-17.07805,22.62619,-44.51884,-0.6438904,-40.10081,-0.1066553,-40.24954,-0.0814335"
"""2018-06-17 16:00:00"",200,12.76,32.3,-16.25459,24.56239,-15.55826,25.78978,-15.56994,24.08988,-44.82531,-0.7131143,-40.11559,-0.09240512,-40.24358,-0.08143415"
"""2018-06-17 16:30:00"",201,12.74,32.48,-15.39869,25.13144,-14.80463,25.69657,-15.32265,24.39197,-44.88694,-0.7278579,-40.11766,-0.08022391,-40.22668,-0.08097781"
"""2018-06-17 17:00:00"",202,12.73,32.4,-14.88234,25.52578,-14.15379,26.45737,-14.48855,25.20007,-45.05885,-0.7614622,-40.12512,-0.06751712,-40.20414,-0.06906275"
"""2018-06-17 17:30:00"",203,12.72,32.19,-12.50788,28.00856,-11.70249,28.3283,-12.80148,27.18781,-45.48991,-0.8453176,-40.1444,-0.06070019,-40.18549,-0.06654407"
"""2018-06-17 18:00:00"",204,12.72,32.12,-12.13545,28.53665,-11.62047,27.61436,-12.82811,26.72456,-45.38813,-0.8288018,-40.14217,-0.05500704,-40.16634,-0.05775929"
"""2018-06-17 18:30:00"",205,12.72,31.3,-16.33252,24.78587,-15.98113,22.82516,-16.85805,22.37003,-44.45518,-0.6377953,-40.10247,-0.04467362,-40.14793,-0.05639794"
"""2018-06-17 19:00:00"",206,12.73,30.29,-19.13821,20.84832,-18.54637,20.18238,-18.89523,19.7649,-43.90152,-0.5279759,-40.08252,-0.04060201,-40.11645,-0.0542868"
"""2018-06-17 19:30:00"",207,12.71,29.32,-22.83079,16.88297,-22.2519,16.52974,-22.45674,16.39046,-43.24822,-0.4129559,-40.06168,-0.04037945,-40.10802,-0.04196294"
"""2018-06-17 20:00:00"",208,12.69,27.56,-28.09233,11.56611,-27.66719,11.04455,-27.73491,11.09837,-42.21535,-0.2261223,-40.02726,-0.03371014,-40.08205,-0.03276655"
"""2018-06-17 20:30:00"",209,12.69,25.37,-34.25951,5.221236,-34.09711,4.558738,-34.70647,4.928608,-40.98133,-0.00116781,-39.98518,-0.02587228,-40.05465,-0.02971928"
"""2018-06-17 21:00:00"",210,12.68,23.21,-39.82409,-0.5268171,-39.38131,-0.5195754,-40.31655,0.008370836,-39.99019,0.1768496,-39.95323,-0.0135777,-40.0336,-0.0271554"
"""2018-06-17 21:30:00"",211,12.67,21.64,-44.62914,-5.2544,-43.96302,-5.256863,-45.09998,-4.735511,-39.02873,0.3597257,-39.93259,-0.005317971,-40.02716,-0.0271574"
"""2018-06-17 22:00:00"",212,12.66,20.45,-48.73363,-9.06159,-48.02183,-9.806211,-49.28776,-9.093846,-38.15261,0.5194656,-39.90085,-0.002188194,-40.01913,-0.02716351"
"""2018-06-17 22:30:00"",213,12.65,19.65,-51.76808,-12.14771,-51.01966,-12.76593,-52.16559,-11.88228,-37.59438,0.6193905,-39.88323,-0.0005659275,-40.02407,-0.02716459"
"""2018-06-17 23:00:00"",214,12.64,19.05,-53.81807,-14.52937,-53.06398,-14.40694,-54.03591,-13.66844,-37.23863,0.6819466,-39.87037,-0.01177136,-40.02716,-0.02716468"
"""2018-06-17 23:30:00"",215,12.63,18.58,-54.97687,-15.71843,-53.96302,-15.66202,-54.99638,-14.59675,-37.05335,0.7139407,-39.86501,-0.01358234,-40.02716,-0.02716468"
"""2018-06-18 00:00:00"",216,12.63,18.17,-56.29209,-17.22535,-55.19079,-17.06474,-56.47474,-15.84286,-36.8069,0.7578946,-39.8635,-0.01358234,-40.0289,-0.02716468"
"""2018-06-18 00:30:00"",217,12.61,17.77,-57.83799,-19.762,-56.51661,-18.12379,-57.67281,-16.89424,-36.59917,0.7960007,-39.85093,-0.01354461,-40.03765,-0.02716468"
"""2018-06-18 01:00:00"",218,12.6,17.44,-58.76028,-20.97072,-57.51037,-18.87385,-58.50908,-17.72641,-36.43525,0.8237156,-39.84399,-0.0135827,-40.03709,-0.0271654"
"""2018-06-18 01:30:00"",219,12.59,17.14,-59.57469,-20.41035,-58.75309,-20.53927,-59.91697,-19.67518,-36.0602,0.8885788,-39.82412,-0.01358394,-40.0346,-0.02980939"
"""2018-06-18 02:00:00"",220,12.58,16.71,-62.55478,-22.7452,-61.85952,-23.61454,-63.01552,-23.1547,-35.39462,0.9987481,-39.80308,-0.01615203,-40.04879,-0.03022825"
"""2018-06-18 02:30:00"",221,12.57,16.29,-63.95838,-23.98567,-63.1239,-25.72994,-64.38391,-24.61553,-35.10614,1.049271,-39.78922,-0.03072109,-40.06665,-0.0318156"
"""2018-06-18 03:00:00"",222,12.56,15.97,-64.22067,-24.24778,-63.36232,-26.43463,-64.6795,-24.94241,-35.03628,1.062498,-39.79382,-0.03838309,-40.09579,-0.04344046"
"""2018-06-18 03:30:00"",223,12.55,15.73,-65.88628,-26.24943,-65.00883,-27.53977,-66.2869,-26.16915,-34.77634,1.11296,-39.77612,-0.04076086,-40.14855,-0.05698972"
"""2018-06-18 04:00:00"",224,12.54,15.68,-67.10526,-27.58412,-66.29736,-28.69316,-67.50883,-27.42383,-34.5123,1.16293,-39.76479,-0.05385718,-40.22988,-0.07721919"
"""2018-06-18 04:30:00"",225,12.53,15.43,-70.20802,-30.50181,-69.4304,-31.41187,-70.59359,-30.66855,-33.8256,1.295214,-39.73769,-0.06702897,-40.35518,-0.1057518"
"""2018-06-18 05:00:00"",226,12.53,15.24,-70.56393,-30.85175,-69.76607,-32.163,-70.98977,-31.11262,-33.73207,1.31416,-39.7326,-0.06755736,-40.51577,-0.1432669"
"""2018-06-18 05:30:00"",227,12.52,15.04,-71.86477,-32.02253,-71.08793,-33.83914,-72.28694,-32.65002,-33.40772,1.374019,-39.71792,-0.08888133,-40.80495,-0.2110884"
"""2018-06-18 06:00:00"",228,12.52,14.85,-72.37582,-32.53891,-71.69365,-34.02592,-72.84442,-33.01188,-33.32866,1.390398,-39.71682,-0.100317,-41.16666,-0.294384"
"""2018-06-18 06:30:00"",229,12.51,14.85,-73.03415,-32.86945,-71.64164,-34.69961,-72.77135,-32.68006,-33.39753,1.377604,-39.71898,-0.1274154,-41.68591,-0.4137227"
"""2018-06-18 07:00:00"",230,12.52,15.21,-68.508,-25.02645,-65.89899,-30.57574,-66.62975,-24.2124,-35.18085,1.035364,-39.79363,-0.1656854,-42.12017,-0.5132472"
"""2018-06-18 07:30:00"",231,12.52,16.49,-58.97312,-16.03544,-60.4744,-23.80257,-61.13836,-19.45237,-36.11553,0.8754905,-39.83186,-0.2544912,-42.94327,-0.7098051"
"""2018-06-18 08:00:00"",232,12.52,18.77,-45.21495,4.436134,-49.6581,-15.98245,-53.25631,-12.10984,-37.54514,0.6306213,-39.8812,-0.4250537,-43.73335,-0.9115887"
"""2018-06-18 08:30:00"",233,12.57,21.53,-35.8122,15.27783,-40.55383,-8.340087,-45.71849,-4.245934,-39.12528,0.3442158,-39.93333,-0.5592745,-43.73145,-0.9310691"
"""2018-06-18 09:00:00"",234,12.55,24.16,-41.22424,1.42261,-43.81288,-2.060497,-44.25275,-3.886008,-39.19027,0.3402074,-39.92379,-0.7179949,-43.30929,-0.8672074"
"""2018-06-18 09:30:00"",235,12.55,26.28,-38.37238,4.985893,-40.58158,0.1828175,-40.71964,-0.7672409,-39.82562,0.222231,-39.93874,-0.6894704,-42.13898,-0.6073989"
"""2018-06-18 10:00:00"",236,12.98,28.07,-34.51183,6.949928,-36.04095,6.304986,-35.85512,3.955543,-40.78419,0.04484437,-39.95783,-0.6200138,-41.40492,-0.4164604"
"""2018-06-18 10:30:00"",237,13.08,29.28,-31.91418,9.658292,-33.18864,7.849147,-33.52531,6.264721,-41.25126,-0.03699634,-39.97552,-0.5062295,-40.93771,-0.2702563"
"""2018-06-18 11:00:00"",238,13.09,30.4,-28.24426,13.80446,-29.09803,12.1076,-29.34368,9.86082,-41.9764,-0.1698993,-40.00109,-0.424415,-40.71569,-0.1997647"
"""2018-06-18 11:30:00"",239,13.08,31.47,-23.967,17,-24.33992,18.40565,-24.14021,14.62555,-42.92373,-0.3432448,-40.03687,-0.3614564,-40.5942,-0.1611039"
"""2018-06-18 12:00:00"",240,13.22,32.33,-17.14107,29.0206,-17.96519,21.73323,-19.27351,20.21036,-44.01555,-0.5455413,-40.07642,-0.2779351,-40.48771,-0.1330862"
"""2018-06-18 12:30:00"",241,13.27,33.06,-14.43046,31.73262,-14.95521,24.90961,-16.19127,23.50325,-44.70214,-0.6825168,-40.10352,-0.2091962,-40.40855,-0.1144189"
"""2018-06-18 13:00:00"",242,13.33,33.66,-11.32955,36.66649,-11.8893,27.40671,-13.89991,26.01501,-45.24193,-0.7876448,-40.12586,-0.1631761,-40.36016,-0.1064466"
"""2018-06-18 13:30:00"",243,13.3,34.42,-10.05825,36.44742,-10.4514,29.07754,-12.32476,27.37296,-45.52736,-0.8489915,-40.13731,-0.1311651,-40.33368,-0.1071935"
"""2018-06-18 14:00:00"",244,13.29,35.28,-7.337314,39.10036,-7.530627,31.41916,-9.049891,30.45848,-46.18989,-0.9781411,-40.16459,-0.1109605,-40.33115,-0.1084353"
"""2018-06-18 14:30:00"",245,12.96,35.75,-6.079028,40.38362,-5.912437,33.31427,-7.102057,32.87148,-46.69565,-1.09694,-40.18838,-0.08789388,-40.31724,-0.1085482"
"""2018-06-18 15:00:00"",246,12.88,36.36,-2.350776,43.22803,-2.007681,36.89568,-3.443457,36.38901,-47.44701,-1.259762,-40.22293,-0.0713855,-40.29764,-0.1085482"
"""2018-06-18 15:30:00"",247,12.78,37.06,-0.1992607,43.20844,0.4274543,39.17975,-0.8900492,39.01452,-48.0297,-1.345394,-40.23703,-0.05355798,-40.27763,-0.1071536"
"""2018-06-18 16:00:00"",248,12.75,37.65,0.9591144,43.47411,1.676512,40.61839,0.3628151,40.12472,-48.26458,-1.397407,-40.24691,-0.03573044,-40.27827,-0.10297"
"""2018-06-18 16:30:00"",249,12.73,37.91,0.232859,42.98806,1.006114,40.48222,-0.05249443,40.0161,-48.22939,-1.403211,-40.24823,-0.02623248,-40.26003,-0.1062114"
"""2018-06-18 17:00:00"",250,12.72,37.35,-0.9510699,40.88113,-0.05328602,38.83564,-1.658254,38.70293,-47.95918,-1.324665,-40.23379,-0.02163426,-40.22629,-0.1014624"
"""2018-06-18 17:30:00"",251,12.72,36.9,-0.4368229,40.96062,0.5366053,39.39885,-0.8973234,39.42519,-48.11235,-1.361224,-40.24548,-0.02645862,-40.1992,-0.09448969"
"""2018-06-18 18:00:00"",252,12.72,36.98,0.3910832,42.11459,1.434088,40.47268,0.5017042,40.27258,-48.2947,-1.399216,-40.25524,-0.02593096,-40.19335,-0.09335897"
"""2018-06-18 18:30:00"",253,12.72,36.44,-0.4061049,41.23949,0.591219,39.31046,-0.3379613,39.71846,-48.175,-1.379504,-40.2529,-0.02679783,-40.17164,-0.08122268"
"""2018-06-18 19:00:00"",254,12.72,35.48,-5.411684,35.11658,-4.353641,34.18906,-4.843201,34.56653,-47.05699,-1.151101,-40.20628,-0.02668476,-40.15442,-0.08046888"
"""2018-06-18 19:30:00"",255,12.7,34.58,-8.201636,31.3235,-6.97817,31.66618,-7.207026,32.36406,-46.5827,-1.05646,-40.18758,-0.02774009,-40.13542,-0.066335"
"""2018-06-18 20:00:00"",256,12.69,32.84,-15.1655,24.41685,-13.93173,25.86749,-14.08668,25.78739,-45.17531,-0.7713776,-40.13139,-0.02268976,-40.10911,-0.05570701"
"""2018-06-18 20:30:00"",257,12.68,30.19,-19.352,20.46205,-18.32084,20.75257,-18.94312,20.85476,-44.12846,-0.5673068,-40.09221,-0.02563426,-40.07245,-0.0382247"
"""2018-06-18 21:00:00"",258,12.67,27.28,-20.86983,19.27367,-20.0964,18.78933,-21.17899,19.2338,-43.79791,-0.5142737,-40.08506,-0.02714853,-40.03695,-0.02782717"
"""2018-06-18 21:30:00"",259,12.67,24.95,-28.14995,11.7656,-27.52445,11.23865,-28.64255,11.78322,-42.35049,-0.254687,-40.03662,-0.01685846,-40.02184,-0.027117"
"""2018-06-18 22:00:00"",260,12.66,23.12,-34.18471,5.704141,-33.49345,5.19626,-34.58367,5.756038,-41.14882,-0.03368017,-39.99491,-0.004789903,-40.01339,-0.01599151"
"""2018-06-18 22:30:00"",261,12.65,21.75,-37.85091,1.827466,-37.08065,1.590963,-38.13587,2.177494,-40.42904,0.08505644,-39.96764,-0.004413178,-40.00053,-0.01357867"
"""2018-06-18 23:00:00"",262,12.64,20.69,-40.83638,-1.069988,-40.14043,-1.496001,-41.17619,-0.9331148,-39.79943,0.2062186,-39.95352,-0.007658559,-40.00366,-0.01358178"
"""2018-06-18 23:30:00"",263,12.63,19.76,-46.31396,-6.652008,-45.69887,-7.045328,-46.72557,-6.467476,-38.68063,0.4189762,-39.92039,0,-40.01083,-0.0135823"
"""2018-06-19 00:00:00"",264,12.62,19,-50.16378,-10.6856,-49.51933,-10.82184,-50.41546,-10.18815,-37.93209,0.5543858,-39.89722,0,-40.01234,-0.01358234"
"""2018-06-19 00:30:00"",265,12.61,18.4,-53.53069,-14.11726,-52.78234,-14.0847,-53.67463,-13.43776,-37.28477,0.6715713,-39.87255,0.00324467,-40.01098,-0.01358234"
"""2018-06-19 01:00:00"",266,12.6,17.87,-56.70118,-17.52571,-56.09443,-17.4627,-57.10836,-16.80871,-36.61735,0.7886057,-39.85191,0.01320505,-40.00751,-0.01358234"
"""2018-06-19 01:30:00"",267,12.59,17.41,-59.5149,-20.14529,-58.8015,-20.38929,-59.83677,-19.64284,-36.06753,0.8833311,-39.82697,0.01358274,-40.00306,-0.01358274"
"""2018-06-19 02:00:00"",268,12.58,16.96,-63.65705,-23.82097,-63.02037,-24.57052,-64.00326,-24.08383,-35.21187,1.03101,-39.79563,0.01335786,-40.00581,-0.02467819"
"""2018-06-19 02:30:00"",269,12.57,16.56,-66.72855,-26.74205,-66.04017,-27.97864,-67.04771,-27.34959,-34.53114,1.160163,-39.77005,-0.0001510021,-40.01981,-0.02717272"
"""2018-06-19 03:00:00"",270,12.56,16.14,-69.1049,-29.15849,-68.43314,-30.22257,-69.40388,-29.75027,-34.02134,1.257091,-39.7477,-0.01098275,-40.04623,-0.02966474"
"""2018-06-19 03:30:00"",271,12.55,15.77,-72.39454,-32.49071,-71.78614,-33.60748,-72.6944,-33.11091,-33.31148,1.391379,-39.71826,-0.01143568,-40.11417,-0.04891303"
"""2018-06-19 04:00:00"",272,12.54,15.39,-74.19534,-34.37918,-73.58144,-35.5417,-74.52026,-34.90394,-32.93376,1.464825,-39.70362,-0.02683424,-40.26136,-0.0834088"
"""2018-06-19 04:30:00"",273,12.53,15.09,-75.12699,-35.34657,-74.41402,-36.98086,-75.55883,-35.8847,-32.72486,1.502113,-39.69305,-0.03072161,-40.4315,-0.1211881"
"""2018-06-19 05:00:00"",274,12.53,14.92,-74.80702,-35.10669,-74.09737,-36.70595,-75.31019,-35.55812,-32.79257,1.489055,-39.70048,-0.03894927,-40.63236,-0.1681386"
"""2018-06-19 05:30:00"",275,12.52,14.71,-74.5389,-35.68568,-73.41817,-35.40477,-74.4381,-34.13405,-33.09062,1.43448,-39.7086,-0.04094957,-40.81318,-0.2082956"
"""2018-06-19 06:00:00"",276,12.52,14.66,-73.79853,-35.37016,-72.71535,-34.52728,-73.84091,-33.48739,-33.22679,1.407156,-39.7109,-0.05230977,-40.96007,-0.2420742"
"""2018-06-19 06:30:00"",277,12.51,14.75,-73.05751,-33.55732,-71.28781,-34.49441,-72.82178,-32.43013,-33.4509,1.364319,-39.72139,-0.06125452,-41.14043,-0.2820803"
"""2018-06-19 07:00:00"",278,12.51,15.51,-64.98821,-15.64715,-62.66187,-28.37284,-64.30774,-24.03721,-35.19531,1.038836,-39.79438,-0.1050724,-41.54865,-0.379227"
"""2018-06-19 07:30:00"",279,12.52,17.11,-54.59269,-6.723731,-56.39447,-22.04076,-58.33114,-17.14859,-36.54634,0.8056687,-39.8476,-0.1843297,-42.26627,-0.5489507"
"""2018-06-19 08:00:00"",280,12.52,19.21,-51.43182,-8.29834,-53.96132,-16.42484,-54.07087,-12.08692,-37.55164,0.6295393,-39.88128,-0.3189885,-43.03677,-0.7442867"
"""2018-06-19 08:30:00"",281,12.57,21.78,-44.47709,-2.727718,-47.19192,-7.870727,-46.40001,-5.561924,-38.85958,0.3969916,-39.92145,-0.4089889,-43.06368,-0.767081"
"""2018-06-19 09:00:00"",282,12.54,24.57,-40.4997,1.812613,-43.65825,-1.886351,-43.42738,-4.000063,-39.17027,0.3438994,-39.92557,-0.5123705,-42.68053,-0.7015284"
"""2018-06-19 09:30:00"",283,12.54,26.81,-38.34175,3.853239,-40.35093,0.846584,-39.99448,-0.3076445,-39.91996,0.2027289,-39.94041,-0.5207561,-41.74305,-0.49345"
"""2018-06-19 10:00:00"",284,13.03,28.72,-33.27312,8.155065,-34.93463,6.25565,-35.00124,4.106704,-40.815,0.0399036,-39.96236,-0.4716009,-41.12066,-0.3323911"
"""2018-06-19 10:30:00"",285,13.05,30.33,-29.53759,11.87139,-30.75759,11.24956,-31.2869,8.28892,-41.65891,-0.1112733,-39.99189,-0.4046231,-40.7945,-0.229388"
"""2018-06-19 11:00:00"",286,12.98,31.51,-25.76362,15.79867,-26.14024,14.44325,-27.41529,12.77439,-42.55606,-0.2764783,-40.02338,-0.3290382,-40.61012,-0.1712115"
"""2018-06-19 11:30:00"",287,12.96,32.62,-22.46294,18.8874,-22.46264,18.11564,-23.3075,16.2338,-43.23432,-0.3972551,-40.04539,-0.2765355,-40.51624,-0.1414911"
"""2018-06-19 12:00:00"",288,13.17,33.66,-18.30421,23.02641,-17.90141,22.81646,-18.37938,21.28973,-44.23149,-0.5748662,-40.07796,-0.2275508,-40.45959,-0.130702"
"""2018-06-19 12:30:00"",289,13.23,34.77,-14.73193,27.14978,-13.98864,27.07795,-14.70506,24.97222,-45.01127,-0.7264435,-40.10927,-0.1916285,-40.42981,-0.122651"
"""2018-06-19 13:00:00"",290,13.27,35.8,-10.55686,30.75387,-9.945479,30.93919,-11.04759,28.79268,-45.82944,-0.8868952,-40.14062,-0.16222,-40.42032,-0.1224564"
"""2018-06-19 13:30:00"",291,13.35,36.73,-6.125684,35.23727,-5.540993,34.16366,-6.64762,33.10083,-46.75524,-1.071687,-40.1785,-0.1219283,-40.39205,-0.1221167"
"""2018-06-19 14:00:00"",292,13.31,37.86,-3.283386,37.93371,-2.441459,37.71601,-3.241889,36.54075,-47.49529,-1.217247,-40.20624,-0.09535656,-40.38761,-0.1267526"
"""2018-06-19 14:30:00"",293,12.92,38.77,-1.332458,43.68077,-0.6682417,38.65646,-1.689951,38.22962,-47.86314,-1.290329,-40.21706,-0.06460125,-40.38297,-0.1318785"
"""2018-06-19 15:00:00"",294,12.86,39.57,2.220346,46.48922,3.244883,41.98222,1.92018,42.21699,-48.72478,-1.463101,-40.25203,-0.04326851,-40.36122,-0.1281849"
"""2018-06-19 15:30:00"",295,12.77,39.98,2.125366,43.66856,3.116359,42.45478,2.010185,42.04942,-48.68728,-1.450701,-40.24691,-0.0163953,-40.34513,-0.135346"
"""2018-06-19 16:00:00"",296,12.74,40.35,2.732671,44.07637,3.685558,43.03374,2.669389,42.69442,-48.82338,-1.475916,-40.25177,-0.0003769034,-40.32968,-0.1359491"
"""2018-06-19 16:30:00"",297,12.73,40.3,2.912642,43.78035,3.889915,43.29365,2.671273,42.97811,-48.8783,-1.497023,-40.25935,0.004673603,-40.29707,-0.1316147"
"""2018-06-19 17:00:00"",298,12.72,39.94,3.394476,44.09793,4.551305,43.71488,3.081005,43.53227,-49.00064,-1.516282,-40.267,0.003165989,-40.26096,-0.1322177"
"""2018-06-19 17:30:00"",299,12.71,39.3,3.217218,43.95218,4.265085,43.35418,2.789357,43.26697,-48.94267,-1.507764,-40.26997,-7.538069E-005,-40.23093,-0.1154832"
"""2018-06-19 18:00:00"",300,12.7,38.64,0.8909703,40.86127,1.963788,40.74273,0.4983499,40.82765,-48.41117,-1.402646,-40.25075,-0.007764211,-40.19693,-0.1070029"
"""2018-06-19 18:30:00"",301,12.71,37.78,-3.417752,36.42538,-2.215845,36.50611,-3.439462,36.31713,-47.43393,-1.20349,-40.21076,-0.005955074,-40.18385,-0.09584653"
"""2018-06-19 19:00:00"",302,12.72,36.32,-7.568627,31.94125,-6.386281,32.53072,-7.08408,32.37235,-46.58563,-1.036597,-40.17918,-0.01307855,-40.15547,-0.08114731"
"""2018-06-19 19:30:00"",303,12.7,34.77,-11.22244,28.21371,-10.05868,29.02857,-10.29511,29.02322,-45.87091,-0.8992916,-40.15528,-0.01922208,-40.12622,-0.06350823"
"""2018-06-19 20:00:00"",304,12.68,32.7,-16.71685,22.54756,-15.47872,23.58827,-15.84192,23.72583,-44.73668,-0.6775783,-40.11123,-0.0182426,-40.09189,-0.05197635"
"""2018-06-19 20:30:00"",305,12.67,30.09,-21.09395,18.48867,-20.26705,18.66891,-21.08764,18.98321,-43.75937,-0.4983186,-40.07921,-0.01798287,-40.05979,-0.03302519"
"""2018-06-19 21:00:00"",306,12.66,27.15,-27.04375,12.72253,-26.50993,12.36879,-27.59715,12.75229,-42.54403,-0.2854042,-40.0425,-0.01357476,-40.03235,-0.02771507"
"""2018-06-19 21:30:00"",307,12.66,24.78,-32.08631,7.565583,-31.61796,7.313797,-32.64555,7.665264,-41.53134,-0.1025087,-40.006,-0.008033235,-40.01814,-0.02587252"
